1717820641,06/07/24 21:24,AI,LATE,11,9:10p,S2
1717824242,06/07/24 22:24,ST,ONTIME,1,10:20p,S2
1717826042,06/07/24 22:54,AI,ONTIME,1,10:50p,S2
1717850882,06/08/24 05:48,ST,ONTIME,0,5:45a,S2
1717853042,06/08/24 06:24,AI,ONTIME,3,6:20a,S2
1717855742,06/08/24 07:09,ST,ONTIME,1,7:05a,S2
1717857542,06/08/24 07:39,AI,ONTIME,1,7:35a,S2
1717860242,06/08/24 08:24,ST,ONTIME,1,8:20a,S2
1717862406,06/08/24 09:00,AI,ONTIME,2,8:55a,S2
1717864382,06/08/24 09:33,ST,ONTIME,0,9:30a,S2
1717866542,06/08/24 10:09,AI,ONTIME,1,10:05a,S2
1717868882,06/08/24 10:48,ST,LATE,10,10:35a,S2
1717870682,06/08/24 11:18,AI,ONTIME,5,11:10a,S2
1717874102,06/08/24 12:15,ST,ONTIME,2,12:10p,S2
1717876083,06/08/24 12:48,AI,ONTIME,0,12:45p,S2
1717883462,06/08/24 14:51,ST,ONTIME,3,2:45p,S2
1717885442,06/08/24 15:24,AI,ONTIME,6,3:15p,S2
1717887782,06/08/24 16:03,ST,LATE,10,3:50p,S2
1717889762,06/08/24 16:36,AI,ONTIME,8,4:25p,S2
1717891922,06/08/24 17:12,ST,ONTIME,9,5:00p,S2
1717893904,06/08/24 17:45,AI,ONTIME,7,5:35p,S2
1717896062,06/08/24 18:21,ST,ONTIME,8,6:10p,S2
1717897862,06/08/24 18:51,AI,ONTIME,3,6:45p,S2
1717899841,06/08/24 19:24,ST,ONTIME,1,7:20p,S2
1717901822,06/08/24 19:57,AI,ONTIME,-1,7:55p,S2
1717905062,06/08/24 20:51,ST,LATE,13,8:35p,S2
1717906861,06/08/24 21:21,AI,ONTIME,8,9:10p,S2
1717910642,06/08/24 22:24,ST,ONTIME,1,10:20p,S2
1717912443,06/08/24 22:54,AI,ONTIME,1,10:50p,S2
1717937462,06/09/24 05:51,ST,ONTIME,3,5:45a,S2
1717939442,06/09/24 06:24,AI,ONTIME,1,6:20a,S2
1717942141,06/09/24 07:09,ST,ONTIME,1,7:05a,S2
1717943942,06/09/24 07:39,AI,ONTIME,1,7:35a,S2
1717946642,06/09/24 08:24,ST,ONTIME,1,8:20a,S2
1717948806,06/09/24 09:00,AI,ONTIME,2,8:55a,S2
1717950782,06/09/24 09:33,ST,ONTIME,0,9:30a,S2
1717952942,06/09/24 10:09,AI,ONTIME,1,10:05a,S2
1717954741,06/09/24 10:39,ST,ONTIME,3,10:35a,S2
1717956903,06/09/24 11:15,AI,ONTIME,2,11:10a,S2
1717960502,06/09/24 12:15,ST,ONTIME,-1,12:10p,S2
1717961582,06/09/24 12:33,ST,ONTIME,0,12:30p,CA
1717962662,06/09/24 12:51,AI,ONTIME,5,12:45p,S2
1717963922,06/09/24 13:12,AI,ONTIME,-1,1:10p,CA
1717969682,06/09/24 14:48,ST,ONTIME,0,2:45p,S2
1717971482,06/09/24 15:18,ST,ONTIME,0,3:15p,CA
1717971842,06/09/24 15:24,AI,ONTIME,6,3:15p,S2
1717973642,06/09/24 15:54,ST,ONTIME,1,3:50p,S2
1717973642,06/09/24 15:54,AI,ONTIME,1,3:50p,CA
1717975802,06/09/24 16:30,AI,ONTIME,2,4:25p,S2
1717975802,06/09/24 16:30,ST,ONTIME,2,4:25p,CA
1717977782,06/09/24 17:03,ST,ONTIME,0,5:00p,S2
1717977782,06/09/24 17:03,AI,ONTIME,0,5:00p,CA
1717979942,06/09/24 17:39,AI,ONTIME,1,5:35p,S2
1717979942,06/09/24 17:39,ST,ONTIME,1,5:35p,CA
1717981562,06/09/24 18:06,ST,ONTIME,-2,6:10p,S2
1717982101,06/09/24 18:15,AI,ONTIME,2,6:10p,CA
1717984082,06/09/24 18:48,AI,ONTIME,2,6:45p,S2
1717986242,06/09/24 19:24,ST,ONTIME,1,7:20p,S2
1717988402,06/09/24 20:00,AI,ONTIME,2,7:55p,S2
1717991462,06/09/24 20:51,ST,LATE,13,8:35p,S2
1717993082,06/09/24 21:18,AI,ONTIME,7,9:10p,S2
1717997042,06/09/24 22:24,ST,ONTIME,1,10:20p,S2
1717998844,06/09/24 22:54,AI,ONTIME,1,10:50p,S2
1718020082,06/10/24 04:48,ST,ONTIME,0,4:45a,S2
1718021882,06/10/24 05:18,AI,ONTIME,2,5:15a,S2
1718023682,06/10/24 05:48,ST,ONTIME,2,5:45a,S2
1718025843,06/10/24 06:24,AI,ONTIME,1,6:20a,S2
1718028542,06/10/24 07:09,ST,ONTIME,1,7:05a,S2
1718030522,06/10/24 07:42,AI,ONTIME,4,7:35a,S2
1718033042,06/10/24 08:24,ST,ONTIME,1,8:20a,S2
1718035202,06/10/24 09:00,AI,ONTIME,2,8:55a,S2
1718037362,06/10/24 09:36,ST,ONTIME,3,9:30a,S2
1718039343,06/10/24 10:09,AI,ONTIME,1,10:05a,S2
1718041142,06/10/24 10:39,ST,ONTIME,1,10:35a,S2
1718043482,06/10/24 11:18,AI,ONTIME,-1,11:10a,S2
1718047082,06/10/24 12:18,ST,ONTIME,2,12:10p,S2
1718047982,06/10/24 12:33,ST,ONTIME,0,12:30p,CA
1718048882,06/10/24 12:48,AI,ONTIME,0,12:45p,S2
1718050503,06/10/24 13:15,AI,ONTIME,2,1:10p,CA
1718056262,06/10/24 14:51,ST,ONTIME,-3,2:45p,S2
1718057882,06/10/24 15:18,ST,ONTIME,0,3:15p,CA
1718058242,06/10/24 15:24,AI,ONTIME,6,3:15p,S2
1718060042,06/10/24 15:54,AI,ONTIME,1,3:50p,CA
1718060408,06/10/24 16:00,ST,ONTIME,7,3:50p,S2
1718062207,06/10/24 16:30,AI,ONTIME,4,4:25p,S2
1718062207,06/10/24 16:30,ST,ONTIME,2,4:25p,CA
1718064182,06/10/24 17:03,AI,ONTIME,0,5:00p,CA
1718064363,06/10/24 17:06,ST,ONTIME,3,5:00p,S2
1718066342,06/10/24 17:39,AI,ONTIME,1,5:35p,S2
1718066342,06/10/24 17:39,ST,ONTIME,1,5:35p,CA
1718068323,06/10/24 18:12,ST,ONTIME,-1,6:10p,S2
1718068503,06/10/24 18:15,AI,ONTIME,2,6:10p,CA
1718070482,06/10/24 18:48,AI,ONTIME,0,6:45p,S2
1718072642,06/10/24 19:24,ST,ONTIME,1,7:20p,S2
1718074807,06/10/24 20:00,AI,ONTIME,2,7:55p,S2
1718077504,06/10/24 20:45,ST,ONTIME,7,8:35p,S2
1718079302,06/10/24 21:15,AI,ONTIME,2,9:10p,S2
1718083442,06/10/24 22:24,ST,ONTIME,1,10:20p,S2
1718085242,06/10/24 22:54,AI,ONTIME,1,10:50p,S2
1718106482,06/11/24 04:48,ST,ONTIME,0,4:45a,S2
1718108282,06/11/24 05:18,AI,ONTIME,5,5:15a,S2
1718110082,06/11/24 05:48,ST,ONTIME,2,5:45a,S2
1718112243,06/11/24 06:24,AI,ONTIME,1,6:20a,S2
1718114942,06/11/24 07:09,ST,ONTIME,3,7:05a,S2
1718116922,06/11/24 07:42,AI,ONTIME,4,7:35a,S2
1718119443,06/11/24 08:24,ST,ONTIME,1,8:20a,S2
1718121782,06/11/24 09:03,AI,ONTIME,5,8:55a,S2
1718124302,06/11/24 09:45,ST,LATE,14,9:30a,S2
1718126282,06/11/24 10:18,AI,LATE,10,10:05a,S2
1718128082,06/11/24 10:48,ST,LATE,10,10:35a,S2
1718129882,06/11/24 11:18,AI,ONTIME,7,11:10a,S2
1718133302,06/11/24 12:15,ST,ONTIME,2,12:10p,S2
1718135282,06/11/24 12:48,AI,ONTIME,0,12:45p,S2
1718142482,06/11/24 14:48,ST,ONTIME,0,2:45p,CA
1718144822,06/11/24 15:27,AI,ONTIME,9,3:15p,CA
1718147342,06/11/24 16:09,ST,LATE,16,3:50p,CA
